2025-11-12T22:34:47.663241 | 198.51.100.62 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=portal
2025-11-12T22:40:08.352881 | 198.51.100.16 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:40:08.463193 | 198.51.100.16 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:40:08.573402 | 198.51.100.109 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:40:08.683761 | 198.51.100.246 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:40:08.795317 | 198.51.100.95 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:40:08.906355 | 198.51.100.67 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:40:08.917040 | 198.51.100.196 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:40:09.029145 | 198.51.100.99 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:40:09.139607 | 198.51.100.74 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:40:09.249910 | 198.51.100.115 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:40:09.364324 | 198.51.100.201 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:40:09.474880 | 198.51.100.99 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:40:09.586396 | 198.51.100.26 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:40:09.697473 | 198.51.100.56 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:42:44.946515 | 198.51.100.237 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=portal
2025-11-12T22:42:44.977958 | 198.51.100.216 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=portal
2025-11-12T22:42:44.994416 | 198.51.100.231 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=portal
2025-11-12T22:42:45.007847 | 198.51.100.53 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=portal
2025-11-12T22:45:33.521032 | 198.51.100.250 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=portal
2025-11-12T22:45:33.552305 | 198.51.100.8 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=portal
2025-11-12T22:45:33.566246 | 198.51.100.136 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=portal
2025-11-12T22:45:33.612517 | 198.51.100.88 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=shield
2025-11-12T22:46:54.589652 | 198.51.100.180 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=portal
2025-11-12T22:46:54.619785 | 198.51.100.127 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=portal
2025-11-12T22:47:53.381987 | 198.51.100.40 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=portal
2025-11-12T22:47:53.513824 | 198.51.100.31 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=portal
2025-11-12T22:47:53.629550 | 198.51.100.231 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=portal
2025-11-12T22:47:53.678253 | 198.51.100.162 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=shield
2025-11-12T22:47:53.794059 | 198.51.100.144 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=shield
2025-11-12T22:47:53.908884 | 198.51.100.175 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=shield
2025-11-12T22:47:54.023831 | 198.51.100.229 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=shield
2025-11-12T22:47:54.137853 | 198.51.100.51 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=shield
2025-11-12T22:47:54.151853 | 198.51.100.122 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=shield
2025-11-12T22:47:54.288150 | 198.51.100.44 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:47:54.406785 | 198.51.100.150 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:47:54.521302 | 198.51.100.167 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:47:54.636255 | 198.51.100.233 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:47:54.650397 | 198.51.100.197 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:47:54.765441 | 198.51.100.66 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:47:54.880129 | 198.51.100.180 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:47:54.995004 | 198.51.100.64 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:47:55.108911 | 198.51.100.200 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:47:55.222952 | 198.51.100.162 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:47:55.337389 | 198.51.100.175 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:47:55.353829 | 198.51.100.203 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:47:55.467842 | 198.51.100.183 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:47:55.585127 | 198.51.100.88 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:47:55.699839 | 198.51.100.45 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:47:55.814497 | 198.51.100.225 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:47:55.929088 | 198.51.100.98 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:47:56.043622 | 198.51.100.9 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:47:56.058056 | 198.51.100.152 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:47:56.173654 | 198.51.100.139 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:47:56.288159 | 198.51.100.156 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:47:56.403113 | 198.51.100.177 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:47:56.517880 | 198.51.100.153 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:47:56.632501 | 198.51.100.167 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:47:56.650075 | 198.51.100.94 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:47:56.767165 | 198.51.100.200 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:47:56.881627 | 198.51.100.64 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:47:56.995878 | 198.51.100.115 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:47:57.111888 | 198.51.100.228 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:47:57.226666 | 198.51.100.216 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:47:57.340966 | 198.51.100.79 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:47:57.355505 | 198.51.100.163 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:47:57.469407 | 198.51.100.243 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:47:57.583803 | 198.51.100.237 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:47:57.698241 | 198.51.100.137 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:47:57.812381 | 198.51.100.86 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:47:57.928814 | 198.51.100.79 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:47:58.042881 | 198.51.100.100 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:47:58.056991 | 198.51.100.51 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:47:58.170990 | 198.51.100.172 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:47:58.285886 | 198.51.100.143 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:47:58.400467 | 198.51.100.205 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:47:58.521290 | 198.51.100.221 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:47:58.640372 | 198.51.100.211 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:47:58.659025 | 198.51.100.236 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:47:58.780684 | 198.51.100.157 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:47:58.902238 | 198.51.100.166 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:47:59.023258 | 198.51.100.13 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:47:59.137690 | 198.51.100.129 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:47:59.158321 | 198.51.100.175 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:47:59.276260 | 198.51.100.36 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:47:59.390364 | 198.51.100.39 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:47:59.504764 | 198.51.100.250 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:47:59.619420 | 198.51.100.60 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:47:59.733534 | 198.51.100.96 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:47:59.847611 | 198.51.100.143 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:47:59.867016 | 198.51.100.58 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:47:59.982969 | 198.51.100.151 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:48:00.098771 | 198.51.100.171 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:00.214315 | 198.51.100.221 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:00.328875 | 198.51.100.80 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:00.447672 | 198.51.100.91 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:48:00.462730 | 198.51.100.113 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:00.577107 | 198.51.100.139 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:48:00.691835 | 198.51.100.154 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:00.805863 | 198.51.100.54 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:00.919744 | 198.51.100.2 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:48:01.039920 | 198.51.100.176 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:48:01.154492 | 198.51.100.135 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:48:01.169232 | 198.51.100.146 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:01.283745 | 198.51.100.146 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:01.398123 | 198.51.100.41 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:01.512214 | 198.51.100.16 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:01.630478 | 198.51.100.49 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:48:01.746163 | 198.51.100.152 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:48:01.760718 | 198.51.100.68 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:01.876567 | 198.51.100.219 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:01.991505 | 198.51.100.69 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:02.106596 | 198.51.100.25 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:02.221655 | 198.51.100.246 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:48:02.336163 | 198.51.100.35 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:02.453005 | 198.51.100.175 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:02.467309 | 198.51.100.126 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:02.581902 | 198.51.100.86 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:48:02.695947 | 198.51.100.47 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:02.811183 | 198.51.100.34 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:48:02.926211 | 198.51.100.13 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:03.040517 | 198.51.100.234 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:03.154804 | 198.51.100.180 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:48:03.169061 | 198.51.100.239 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:48:03.283601 | 198.51.100.142 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:03.398098 | 198.51.100.42 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:03.512378 | 198.51.100.69 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:48:03.627191 | 198.51.100.131 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:48:03.741936 | 198.51.100.107 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:48:03.855941 | 198.51.100.219 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:03.870279 | 198.51.100.97 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:48:03.984410 | 198.51.100.34 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:04.103797 | 198.51.100.111 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:48:04.223660 | 198.51.100.191 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:04.342069 | 198.51.100.77 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:48:04.461852 | 198.51.100.232 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:48:04.482082 | 198.51.100.92 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:48:04.606736 | 198.51.100.176 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:04.723908 | 198.51.100.144 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:04.843226 | 198.51.100.126 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:04.966315 | 198.51.100.63 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:48:04.987165 | 198.51.100.160 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:05.106509 | 198.51.100.186 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:05.224842 | 198.51.100.72 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:05.347695 | 198.51.100.213 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:05.370602 | 198.51.100.57 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:48:05.489812 | 198.51.100.26 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:48:05.608577 | 198.51.100.239 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:05.728513 | 198.51.100.172 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:48:05.846744 | 198.51.100.183 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:05.968149 | 198.51.100.208 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:05.988248 | 198.51.100.70 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:06.110779 | 198.51.100.73 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:06.230039 | 198.51.100.141 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:06.349800 | 198.51.100.125 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:48:06.469904 | 198.51.100.159 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:06.492332 | 198.51.100.23 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:06.618128 | 198.51.100.136 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:06.737517 | 198.51.100.139 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:06.857278 | 198.51.100.98 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:48:06.877850 | 198.51.100.162 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:48:07.001385 | 198.51.100.223 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:48:07.121357 | 198.51.100.88 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:07.241907 | 198.51.100.145 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:48:07.360951 | 198.51.100.53 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:07.380582 | 198.51.100.15 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:48:07.502257 | 198.51.100.136 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:48:07.620254 | 198.51.100.114 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:07.743202 | 198.51.100.6 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:07.863643 | 198.51.100.235 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:48:07.884239 | 198.51.100.59 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:08.005566 | 198.51.100.119 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:48:08.126260 | 198.51.100.208 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:08.246625 | 198.51.100.29 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:48:08.366058 | 198.51.100.51 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:08.385064 | 198.51.100.180 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:08.508196 | 198.51.100.72 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:08.626795 | 198.51.100.199 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:48:08.746100 | 198.51.100.81 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:48:08.866332 | 198.51.100.48 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:08.884455 | 198.51.100.140 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:09.006650 | 198.51.100.4 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:48:09.125587 | 198.51.100.180 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:09.245710 | 198.51.100.209 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:09.365465 | 198.51.100.154 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:48:09.384112 | 198.51.100.26 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:09.504229 | 198.51.100.204 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:09.624783 | 198.51.100.216 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:09.743509 | 198.51.100.174 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:48:09.863741 | 198.51.100.32 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:09.982779 | 198.51.100.31 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:10.002554 | 198.51.100.153 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:10.124165 | 198.51.100.153 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:48:10.241837 | 198.51.100.98 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:10.361971 | 198.51.100.152 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:10.480503 | 198.51.100.99 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:48:10.499507 | 198.51.100.124 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
